Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,41.6756,-70.2242
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,43.7978,-70.1719
Mexico,Zihuatanejo,36,Good,1,Good,17,Good,2,Good,36,Good,17.6444,-101.5511
United States of America,Tenafly,77,Moderate,2,Good,17,Good,21,Good,77,Moderate,40.9176,-73.9532
Guatemala,El Palmar,108,Unhealthy for Sensitive Groups,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,14.65,-91.5833
Guatemala,El Palmar,108,Unhealthy for Sensitive Groups,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,8.0244,-61.8819
United States of America,Owasso,53,Moderate,1,Good,27,Good,5,Good,53,Moderate,36.2878,-95.8311
Colombia,Paipa,38,Good,1,Good,5,Good,4,Good,38,Good,5.8333,-73.15
Guatemala,Puerto Barrios,47,Good,1,Good,13,Good,1,Good,47,Good,15.73,-88.6
Canada,Quesnel,23,Good,1,Good,23,Good,0,Good,14,Good,52.9784,-122.4927
Ecuador,Quevedo,74,Moderate,3,Good,3,Good,7,Good,74,Moderate,-1.0333,-79.45
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,47.6763,-122.1169
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,44.2612,-121.181
Chile,Rengo,115,Unhealthy for Sensitive Groups,4,Good,1,Good,11,Good,115,Unhealthy for Sensitive Groups,-34.4167,-70.8667
Brazil,Rio Pomba,56,Moderate,1,Good,9,Good,3,Good,56,Moderate,-21.275,-43.1789
Uruguay,Rocha,24,Good,0,Good,24,Good,0,Good,11,Good,-34.4833,-54.35
United States of America,Rockford,59,Moderate,2,Good,20,Good,8,Good,59,Moderate,42.2596,-89.064
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-31.3833,-57.95
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-23.2008,-47.2869
United States of America,West Jordan,56,Moderate,1,Good,6,Good,14,Good,56,Moderate,40.6024,-112.0008
United States of America,West Valley City,52,Moderate,1,Good,7,Good,13,Good,52,Moderate,40.6886,-112.0123
United States of America,Whitewater,72,Moderate,2,Good,9,Good,13,Good,72,Moderate,42.8372,-88.7341
Brazil,Parnarama,26,Good,0,Good,13,Good,0,Good,26,Good,-5.6819,-43.0928
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-26.87,-58.3
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-34.4588,-58.9142
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-9.5972,-35.9567
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-31.6833,-63.9
Brazil,Pitangueiras,149,Unhealthy for Sensitive Groups,3,Good,4,Good,7,Good,149,Unhealthy for Sensitive Groups,-21.0094,-48.2217
United States of America,Port Arthur,29,Good,0,Good,24,Good,3,Good,29,Good,29.8554,-93.9264
United States of America,Glen Ellyn,67,Moderate,2,Good,17,Good,17,Good,67,Moderate,41.8666,-88.0629
United States of America,Glens Falls,64,Moderate,2,Good,17,Good,6,Good,64,Moderate,43.3109,-73.6458
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.5743,-85.8309
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.3817,-74.3498
Venezuela (Bolivarian Republic of),Guarenas,141,Unhealthy for Sensitive Groups,1,Good,16,Good,7,Good,141,Unhealthy for Sensitive Groups,10.4739,-66.5383
Colombia,Guarne,101,Unhealthy for Sensitive Groups,3,Good,5,Good,8,Good,101,Unhealthy for Sensitive Groups,6.28,-75.4427
Guatemala,Guatemala City,79,Moderate,2,Good,7,Good,6,Good,79,Moderate,14.6099,-90.5252
United States of America,Herrin,63,Moderate,2,Good,27,Good,13,Good,63,Moderate,37.7983,-89.0305
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,40.5006,-74.4283
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.1823,-87.8104
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.4052,-83.0977
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,32.8311,-96.8012
United States of America,Ewing,54,Moderate,2,Good,27,Good,10,Good,54,Moderate,40.265,-74.8006
United States of America,Fort Hunt,51,Moderate,1,Good,27,Good,9,Good,51,Moderate,38.7361,-77.0589
United States of America,Pinewood,61,Moderate,1,Good,16,Good,13,Good,61,Moderate,25.8697,-80.2174
Cuba,Artemisa,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,22.8136,-82.7633
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-13.1631,-74.2244
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-37.1333,-58.4667
Brazil,Barroso,65,Moderate,2,Good,0,Good,5,Good,65,Moderate,-21.1869,-43.9758
United States of America,Bellwood,82,Moderate,2,Good,9,Good,30,Good,82,Moderate,41.8829,-87.8762
United States of America,Bismarck,40,Good,1,Good,32,Good,2,Good,40,Good,46.8143,-100.7694
Colombia,Bogota,75,Moderate,2,Good,4,Good,8,Good,75,Moderate,40.8751,-74.0293
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good,36.2111,-81.6669
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good,42.0531,-93.877
United States of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good,35.6598,-101.4012
United States of America,Brookings,41,Good,1,Good,41,Good,2,Good,23,Good,44.3022,-96.7859
Brazil,Canarana,13,Good,0,Good,12,Good,0,Good,13,Good,-11.685,-41.7689
United States of America,Canby,36,Good,1,Good,16,Good,10,Good,36,Good,45.2652,-122.6867
Brazil,Canguaretama,34,Good,0,Good,19,Good,1,Good,34,Good,-6.38,-35.1289
Brazil,Carauari,16,Good,1,Good,3,Good,0,Good,16,Good,-4.8828,-66.8958
United States of America,Cedar Grove,56,Moderate,1,Good,43,Good,5,Good,56,Moderate,40.8565,-74.2288
United States of America,Sarasota,42,Good,1,Good,32,Good,8,Good,42,Good,27.3387,-82.5432
Mexico,Saucillo,77,Moderate,1,Good,31,Good,0,Good,77,Moderate,28.0333,-105.2833
United States of America,Scotts Valley,54,Moderate,1,Good,29,Good,9,Good,54,Moderate,37.0555,-122.0118
United States of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good,40.7936,-72.8748
Spain,Ames,27,Good,0,Good,27,Good,1,Good,25,Good,42.0256,-93.6217
United States of America,Anniston,42,Good,1,Good,31,Good,3,Good,42,Good,33.6712,-85.8135
Mexico,Sombrerete,29,Good,1,Good,16,Good,2,Good,29,Good,23.6333,-103.6397
Brazil,Sousa,30,Good,0,Good,17,Good,0,Good,30,Good,-6.7608,-38.2308
United States of America,South Laurel,54,Moderate,1,Good,32,Good,5,Good,54,Moderate,39.0603,-76.8456
United States of America,South Portland,49,Good,1,Good,49,Good,2,Good,38,Good,43.631,-70.2895
Peru,Chilca,92,Moderate,2,Good,16,Good,5,Good,92,Moderate,-12.5208,-76.7369
United States of America,Clawson,50,Good,1,Good,30,Good,7,Good,50,Good,42.5367,-83.1504
United States of America,Cleburne,50,Good,1,Good,23,Good,3,Good,50,Good,32.3568,-97.4151
United States of America,Cleveland Heights,42,Good,1,Good,32,Good,8,Good,42,Good,41.5113,-81.5636
Brazil,Taquaritinga,35,Good,1,Good,5,Good,2,Good,35,Good,-21.4058,-48.505
United States of America,Tucker,88,Moderate,3,Good,12,Good,26,Good,88,Moderate,33.8436,-84.2024
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate,38.0486,-84.7258
United States of America,Acton,29,Good,1,Good,29,Good,4,Good,25,Good,42.4843,-71.4378
United States of America,Ann Arbor,48,Good,1,Good,31,Good,7,Good,48,Good,42.2759,-83.731
United States of America,Ansonia,55,Moderate,2,Good,15,Good,20,Good,55,Moderate,41.3443,-73.0689
Brazil,Apucarana,51,Moderate,1,Good,13,Good,1,Good,51,Moderate,-23.5508,-51.4608
Brazil,Ariquemes,42,Good,2,Good,1,Good,2,Good,42,Good,-9.9161,-63.0408
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,32.6998,-97.125
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,38.8786,-77.1011
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,42.4187,-71.1639
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,48.1701,-122.1442
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,35.2594,-89.668
Paraguay,Ayolas,14,Good,1,Good,12,Good,0,Good,14,Good,-27.4,-56.9
Brazil,Una,18,Good,0,Good,14,Good,0,Good,18,Good,-15.2928,-39.075
Brazil,Uruburetama,40,Good,0,Good,17,Good,1,Good,40,Good,-3.625,-39.5078
Ecuador,Velasco Ibarra,66,Moderate,2,Good,9,Good,6,Good,66,Moderate,-1.0439,-79.6383
United States of America,Sunrise,80,Moderate,2,Good,12,Good,13,Good,80,Moderate,26.1547,-80.2997
United States of America,Sussex,56,Moderate,2,Good,24,Good,15,Good,56,Moderate,43.1346,-88.2226
Argentina,Villa Carlos Paz,60,Moderate,1,Good,7,Good,11,Good,60,Moderate,-31.4,-64.5167
United States of America,Ware,28,Good,1,Good,28,Good,4,Good,25,Good,42.2806,-72.2843
United States of America,Weslaco,148,Unhealthy for Sensitive Groups,3,Good,15,Good,7,Good,148,Unhealthy for Sensitive Groups,26.1599,-97.9877
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate,41.2739,-72.9672
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate,41.2083,-112.0541
United States of America,West Linn,50,Good,1,Good,20,Good,11,Good,50,Good,45.367,-122.6399
United States of America,Worth,57,Moderate,2,Good,31,Good,12,Good,57,Moderate,41.6877,-87.7916
United States of America,Powder Springs,82,Moderate,3,Good,11,Good,29,Good,82,Moderate,33.8659,-84.684
United States of America,Radford,72,Moderate,3,Good,2,Good,13,Good,72,Moderate,37.1229,-80.5587
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good,53.2783,-110.005
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good,53.2807,-110.035
Venezuela (Bolivarian Republic of),Machiques,150,Unhealthy,2,Good,14,Good,4,Good,150,Unhealthy,10.0667,-72.5667
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good,30.3751,-90.0904
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good,18.0333,-77.5
United States of America,Marana,69,Moderate,1,Good,16,Good,8,Good,69,Moderate,32.4355,-111.1558
Brazil,Marco,25,Good,0,Good,13,Good,1,Good,25,Good,-3.1239,-40.1469
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,38.5534,-89.9161
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,39.8159,-84.2317
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,39.9732,-76.792
Peru,Sicuani,12,Good,0,Good,9,Good,1,Good,12,Good,-14.272,-71.229
Brazil,Silvania,61,Moderate,1,Good,3,Good,4,Good,61,Moderate,4.4033,-74.3881
United States of America,Rockledge,60,Moderate,1,Good,23,Good,8,Good,60,Moderate,28.3203,-80.736
United States of America,Goldsboro,47,Good,1,Good,47,Good,1,Good,39,Good,35.3778,-77.9717
United States of America,Green River,24,Good,1,Good,21,Good,2,Good,24,Good,41.5127,-109.471
United States of America,Grosse Pointe Park,57,Moderate,1,Good,35,Good,1,Good,57,Moderate,42.3794,-82.9287
United States of America,Hasbrouck Heights,53,Moderate,1,Good,40,Good,4,Good,53,Moderate,40.8618,-74.0741
United States of America,Hattiesburg,48,Good,1,Good,46,Good,1,Good,48,Good,31.3074,-89.317
United States of America,Hilton Head Island,97,Moderate,2,Good,97,Moderate,2,Good,41,Good,32.1896,-80.7499
United States of America,Hingham,42,Good,1,Good,37,Good,2,Good,42,Good,42.2176,-70.8854
Brazil,Itupeva,26,Good,0,Good,25,Good,0,Good,26,Good,-23.1531,-47.0578
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate,39.1238,-94.5541
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate,39.1235,-94.7443
United States of America,South El Monte,109,Unhealthy for Sensitive Groups,3,Good,21,Good,24,Good,109,Unhealthy for Sensitive Groups,34.0493,-118.0484
United States of America,Stony Brook,57,Moderate,1,Good,48,Good,4,Good,57,Moderate,40.9061,-73.1278
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good,41.2448,-85.8465
United States of America,Doraville,101,Unhealthy for Sensitive Groups,3,Good,2,Good,29,Good,101,Unhealthy for Sensitive Groups,33.9073,-84.2711
United States of America,East Cleveland,42,Good,1,Good,32,Good,8,Good,42,Good,41.5317,-81.5794
United States of America,East Highland Park,69,Moderate,1,Good,38,Good,3,Good,69,Moderate,37.577,-77.3865
United States of America,Darby,60,Moderate,1,Good,45,Good,4,Good,60,Moderate,39.921,-75.261
Mexico,Acatzingo,125,Unhealthy for Sensitive Groups,2,Good,11,Good,8,Good,125,Unhealthy for Sensitive Groups,18.9817,-97.7822
United States of America,Alexander City,79,Moderate,1,Good,27,Good,3,Good,79,Moderate,32.9229,-85.9358
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,40.0891,-85.6892
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,34.5211,-82.6478
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,40.4497,-122.295
United States of America,Baldwin Park,124,Unhealthy for Sensitive Groups,4,Good,7,Good,34,Good,124,Unhealthy for Sensitive Groups,34.0829,-117.9722
United States of America,Baltimore,36,Good,1,Good,30,Good,8,Good,36,Good,39.3051,-76.6144
Brazil,Barra Bonita,48,Good,1,Good,10,Good,2,Good,48,Good,-22.4947,-48.5581
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,41.7443,-71.3145
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,42.1515,-88.1281
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,43.2139,-71.0424
United States of America,Baton Rouge,58,Moderate,1,Good,10,Good,9,Good,58,Moderate,30.442,-91.1311
United States of America,Beloit,55,Moderate,2,Good,28,Good,8,Good,55,Moderate,42.523,-89.0184
United States of America,Blythe,40,Good,1,Good,29,Good,4,Good,40,Good,33.6219,-114.6195
United States of America,Bonita Springs,45,Good,1,Good,24,Good,4,Good,45,Good,26.3558,-81.7859
United States of America,Bozeman,25,Good,1,Good,25,Good,3,Good,18,Good,45.6833,-111.0558
United States of America,Bucyrus,43,Good,1,Good,43,Good,3,Good,25,Good,40.8054,-82.9719
United States of America,Calhoun,68,Moderate,2,Good,16,Good,19,Good,68,Moderate,34.491,-84.9386
Brazil,Canhotinho,35,Good,0,Good,14,Good,2,Good,35,Good,-8.8819,-36.1908
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,37.7221,-89.2237
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,41.5714,-75.5048
Mexico,Chiconcuac,269,Very Unhealthy,3,Good,13,Good,16,Good,269,Very Unhealthy,19.55,-98.9
United States of America,Cockeysville,38,Good,1,Good,29,Good,9,Good,38,Good,39.4804,-76.6294
Brazil,Conchas,44,Good,1,Good,11,Good,2,Good,44,Good,-23.0134,-48.0078
United States of America,Coral Springs,146,Unhealthy for Sensitive Groups,4,Good,4,Good,18,Good,146,Unhealthy for Sensitive Groups,26.2702,-80.2591
Brazil,Coronel Vivida,17,Good,1,Good,17,Good,0,Good,14,Good,-25.98,-52.5678
United States of America,Camp Springs,52,Moderate,1,Good,32,Good,5,Good,52,Moderate,38.8052,-76.9199
Mexico,Cananea,47,Good,1,Good,21,Good,1,Good,47,Good,30.9819,-110.3006
Brazil,Carlos Barbosa,18,Good,0,Good,18,Good,1,Good,15,Good,-29.2978,-51.5039
United States of America,Centennial,73,Moderate,2,Good,10,Good,14,Good,73,Moderate,39.5926,-104.8673
Canada,Chilliwack,45,Good,1,Good,18,Good,8,Good,45,Good,49.1577,-121.9509
Colombia,Cumaral,66,Moderate,2,Good,1,Good,5,Good,66,Moderate,4.2694,-73.4864
United States of America,Dale City,53,Moderate,1,Good,31,Good,4,Good,53,Moderate,38.6473,-77.3459
Nicaragua,Bluefields,22,Good,1,Good,22,Good,0,Good,21,Good,12.0139,-83.7644
Brazil,Boquim,23,Good,0,Good,16,Good,1,Good,23,Good,-11.1469,-37.6208
United States of America,Coachella,51,Moderate,1,Good,35,Good,3,Good,51,Moderate,33.6905,-116.143
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups,13.8333,-89.2667
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups,14.6333,-89.45
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,40.34,-75.9267
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,42.5351,-71.1056
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,39.2242,-84.4333
Brazil,Reserva,18,Good,0,Good,18,Good,0,Good,13,Good,-24.65,-50.8508
Brazil,Rio Formoso,34,Good,0,Good,18,Good,1,Good,34,Good,-8.6639,-35.1589
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good,-31.5303,-68.5947
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good,-33.1833,-68.4667
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,33.8038,-117.8218
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,30.1226,-93.7607
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,41.2827,-73.0272
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,34.3627,-89.5336
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,39.5061,-84.7446
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,33.5967,-85.8687
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,42.1286,-71.8665
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,41.4313,-73.135
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,36.3155,-78.5848
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good,-8.6828,-35.5919
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good,10.0466,-84.4373
Venezuela (Bolivarian Republic of),Palo Negro,50,Good,1,Good,17,Good,4,Good,50,Good,10.16,-67.5582
Mexico,Tequisquiapan,57,Moderate,1,Good,17,Good,4,Good,57,Moderate,20.5206,-99.8958
Brazil,Tocantins,51,Moderate,1,Good,5,Good,4,Good,51,Moderate,-21.175,-43.0178
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,42.1155,-72.5395
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,37.1943,-93.2916
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.7709,-89.654
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.93,-83.7959
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,44.0538,-122.9811
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,38.781,-77.1839
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.9281,-75.3362
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.0986,-75.2016
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,36.4949,-86.8711
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.6994,-74.3254
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,49.9292,-96.6939
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,43.2907,-72.4809
United States of America,Sunnyvale,53,Moderate,1,Good,21,Good,10,Good,53,Moderate,37.3836,-122.0255
Canada,Saskatoon,32,Good,1,Good,24,Good,2,Good,32,Good,52.1333,-106.6833
United States of America,Sauk Village,70,Moderate,2,Good,15,Good,23,Good,70,Moderate,41.4906,-87.5706
Brazil,Senador Canedo,54,Moderate,1,Good,6,Good,4,Good,54,Moderate,-16.7594,-49.0864
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good,33.4499,-117.6102
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good,-35.55,-71.4833
Brazil,Mineiros,26,Good,1,Good,8,Good,0,Good,26,Good,-17.5689,-52.5508
United States of America,Mint Hill,61,Moderate,2,Good,25,Good,8,Good,61,Moderate,35.1783,-80.6528
United States of America,Mitchell,42,Good,1,Good,42,Good,1,Good,21,Good,43.7294,-98.0337
United States of America,Monterey,37,Good,1,Good,27,Good,3,Good,37,Good,36.5919,-121.8808
United States of America,North Haven,67,Moderate,1,Good,46,Good,5,Good,67,Moderate,41.3818,-72.8573
Canada,Okotoks,56,Moderate,1,Good,20,Good,4,Good,56,Moderate,50.725,-113.975
United States of America,Olathe,71,Moderate,1,Good,28,Good,9,Good,71,Moderate,38.8833,-94.82
United States of America,Pinecrest,89,Moderate,1,Good,9,Good,14,Good,89,Moderate,25.665,-80.3042
Germany,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good,44.6774,-75.0396
United States of America,Neenah,51,Moderate,2,Good,16,Good,8,Good,51,Moderate,44.1669,-88.4767
Brazil,Pedra Azul,22,Good,0,Good,5,Good,1,Good,22,Good,-16.005,-41.2969
